trade_id,user_id,trade_date,trade_time,ticker,side,qty,entry_price,exit_price,fees,realized_pnl,strategy,hold_time_sec,note,mood,manual_tags,screenshot_url
267,demo_user,2025-07-09,,TSLA,long,4.0,255.23,268.87,0.0,54.56000000000006,,,,,,
268,demo_user,2025-07-10,,NVDA,short,6.0,528.59,518.92,0.0,58.02000000000044,,,,,,
269,demo_user,2025-07-10,,NVDA,long,2.0,518.92,476.95,0.0,-83.93999999999994,,,,,,
270,demo_user,2025-07-14,,AAPL,long,11.0,157.89,170.47,0.0,138.38000000000014,,,,,,
271,demo_user,2025-07-14,,AAPL,long,13.0,181.86,170.47,0.0,-148.0700000000002,,,,,,
272,demo_user,2025-07-14,,AAPL,long,3.0,178.17,170.47,0.0,-23.099999999999966,,,,,,
273,demo_user,2025-07-14,,MSFT,short,5.0,294.08,321.54,0.0,-137.30000000000018,,,,,,
274,demo_user,2025-07-14,,MSFT,short,5.0,318.06,321.54,0.0,-17.40000000000009,,,,,,
275,demo_user,2025-07-15,,AAPL,long,14.0,178.17,159.08,0.0,-267.25999999999965,,,,,,
276,demo_user,2025-07-17,,AMZN,long,25.0,143.11,158.51,0.0,384.99999999999943,,,,,,
277,demo_user,2025-07-17,,NVDA,long,4.0,518.92,518.14,0.0,-3.119999999999891,,,,,,
278,demo_user,2025-08-05,,META,long,8.0,298.68,302.08,0.0,27.199999999999818,,,,,,
279,demo_user,2025-08-11,,AMZN,long,14.0,133.92,137.01,0.0,43.26000000000005,,,,,,
280,demo_user,2025-08-11,,AMZN,long,17.0,149.61,137.01,0.0,-214.2000000000004,,,,,,
281,demo_user,2025-08-11,,AMZN,long,14.0,144.36,137.01,0.0,-102.90000000000032,,,,,,
282,demo_user,2025-08-11,,AMZN,long,17.0,143.75,137.01,0.0,-114.58000000000015,,,,,,
283,demo_user,2025-08-11,,AMZN,long,5.0,150.42,137.01,0.0,-67.04999999999998,,,,,,
284,demo_user,2025-08-11,,AMZN,long,19.0,130.34,137.01,0.0,126.72999999999976,,,,,,
285,demo_user,2025-08-11,,AMZN,long,20.0,128.08,137.01,0.0,178.59999999999957,,,,,,
286,demo_user,2025-08-11,,META,long,21.0,298.68,308.05,0.0,196.7700000000001,,,,,,
287,demo_user,2025-08-11,,META,long,21.0,298.68,318.12,0.0,408.23999999999995,,,,,,
288,demo_user,2025-08-11,,META,long,8.0,298.68,313.81,0.0,121.03999999999996,,,,,,
289,demo_user,2025-08-11,,META,long,66.0,316.55,313.81,0.0,-180.8400000000006,,,,,,
290,demo_user,2025-08-11,,MSFT,short,4.0,318.06,327.39,0.0,-37.319999999999936,,,,,,
291,demo_user,2025-08-11,,MSFT,short,5.0,337.85,327.39,0.0,52.30000000000018,,,,,,
292,demo_user,2025-08-11,,MSFT,short,6.0,334.88,327.39,0.0,44.940000000000055,,,,,,
293,demo_user,2025-08-13,,AAPL,long,11.0,178.17,177.65,0.0,-5.7199999999998,,,,,,
294,demo_user,2025-08-13,,AAPL,long,1.0,184.97,177.65,0.0,-7.319999999999993,,,,,,
295,demo_user,2025-08-13,,META,long,2.0,316.55,289.93,0.0,-53.24000000000001,,,,,,
296,demo_user,2025-08-13,,MSFT,short,23.0,334.88,325.95,0.0,205.39000000000016,,,,,,
297,demo_user,2025-08-13,,MSFT,short,1.0,354.93,325.95,0.0,28.980000000000018,,,,,,
298,demo_user,2025-08-13,,MSFT,short,3.0,322.66,325.95,0.0,-9.86999999999989,,,,,,
299,demo_user,2025-08-13,,NVDA,long,17.0,518.92,496.07,0.0,-388.4499999999994,,,,,,
300,demo_user,2025-08-13,,TSLA,long,7.0,255.23,246.59,0.0,-60.479999999999905,,,,,,
301,demo_user,2025-08-14,,AMZN,long,58.0,128.08,143.62,0.0,901.3199999999995,,,,,,
302,demo_user,2025-08-14,,AMZN,long,7.0,144.03,143.62,0.0,-2.869999999999976,,,,,,
303,demo_user,2025-08-14,,AMZN,long,55.0,141.58,143.62,0.0,112.19999999999956,,,,,,
304,demo_user,2025-08-14,,AMZN,long,13.0,143.48,143.62,0.0,1.8200000000001921,,,,,,
305,demo_user,2025-08-27,,AAPL,long,6.0,184.97,174.9,0.0,-60.41999999999996,,,,,,
306,demo_user,2025-08-27,,AAPL,long,166.0,177.85,174.9,0.0,-489.6999999999981,,,,,,
307,demo_user,2025-08-29,,AAPL,long,13.0,177.85,189.77,0.0,154.9600000000002,,,,,,
308,demo_user,2025-09-01,,MSFT,short,2.0,322.66,333.87,0.0,-22.41999999999996,,,,,,
309,demo_user,2025-09-01,,MSFT,short,12.0,311.74,333.87,0.0,-265.55999999999995,,,,,,
310,demo_user,2025-09-02,,AMZN,long,18.0,135.79,151.14,0.0,276.2999999999999,,,,,,
311,demo_user,2025-09-10,,AMZN,long,7.0,135.79,139.38,0.0,25.130000000000024,,,,,,
312,demo_user,2025-09-10,,META,long,3.0,316.55,321.19,0.0,13.919999999999959,,,,,,
313,demo_user,2025-09-10,,TSLA,long,8.0,255.23,251.23,0.0,-32.0,,,,,,
314,demo_user,2025-09-10,,TSLA,long,3.0,255.23,260.17,0.0,14.820000000000078,,,,,,
315,demo_user,2025-09-12,,META,long,16.0,316.55,335.52,0.0,303.5199999999995,,,,,,
316,demo_user,2025-09-12,,META,long,14.0,316.55,319.19,0.0,36.95999999999981,,,,,,
317,demo_user,2025-09-12,,META,long,1.0,316.55,301.9,0.0,-14.650000000000034,,,,,,
318,demo_user,2025-09-12,,MSFT,short,16.0,311.74,313.38,0.0,-26.23999999999978,,,,,,
319,demo_user,2025-09-12,,MSFT,short,5.0,353.35,313.38,0.0,199.85000000000014,,,,,,
320,demo_user,2025-09-12,,MSFT,short,2.0,353.35,359.12,0.0,-11.539999999999964,,,,,,
321,demo_user,2025-09-16,,AAPL,long,3.0,177.85,165.99,0.0,-35.579999999999956,,,,,,
322,demo_user,2025-09-16,,MSFT,short,7.0,353.35,347.31,0.0,42.28000000000014,,,,,,
323,demo_user,2025-09-16,,MSFT,short,100.0,309.83,347.31,0.0,-3748.000000000002,,,,,,
324,demo_user,2025-09-16,,MSFT,short,10.0,302.45,347.31,0.0,-448.60000000000014,,,,,,
325,demo_user,2025-09-19,,MSFT,long,9.0,347.31,301.07,0.0,-416.1600000000001,,,,,,
326,demo_user,2025-09-19,,NVDA,long,26.0,534.65,486.38,0.0,-1255.0199999999995,,,,,,
